titol_accident;data_publicacio;hora_publicacio;total_victimes;data_accident;hora_avis;via;descripcio_accident;enllac
Un motorista ha mort en un accident de trànsit a la GI-681 a Llagostera (Gironès);07/09/2020;16:45;73;7 de setembre de 2020;13.54;GI-681, al punt quilomètric 3, a Llagostera (Gironès);El Servei Català de Trànsit informa que aquesta tarda hi ha hagut un accident de trànsit amb una víctima mortal a la GI-681 al terme municipal de Llagostera (Gironès). Els Mossos d’Esquadra han rebut l’avís a les 13.54 h.Per causes que encara s'estan investigant, hi ha hagut una col·lisió fronto - lateral entre un turisme i una motocicleta. A causa del xoc, ha mort el conductor del vehicle de dues rodes, un home de 46 anys i de nacionalitat anglesa. Pel que fa al conductor del cotxe, ha resultat il·lès.Arran de la incidència s’han activat cinc patrulles dels Mossos d’Esquadra i l’helicòpter medicalitzat i una ambulància del Sistema d’Emergències Mèdiques (SEM).Quant a l’afectació viària, la GI-681 ha estat tallada a Llagostera en els dos sentits fins a les 15.35 h, quan s’ha començat a donar pas alternatiu.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20200907_acc_GI681.html
Un motorista ha mort en un accident de trànsit a la C-35 a Sant Celoni (Vallès Oriental);07/09/2020;12:39;72;7 de setembre de 2020;08.57;C-35, al punt quilomètric 64, a Sant Celoni (Vallès Oriental); El Servei Català de Trànsit informa que aquest matí hi ha hagut un accident de trànsit amb una víctima mortal a la C-35 al terme municipal de Sant Celoni (Vallès Oriental). Els Mossos d’Esquadra han rebut l’avís a les 08.57 h.Per causes que encara s'estan investigant, hi ha hagut una col·lisió lateral entre un turisme i una motocicleta. A causa del xoc, ha mort el conductor del vehicle de dues rodes. Es tracta de B.P.Y.B., de 47 anys, nacionalitat francesa i veí de Cardedeu. El conductor del cotxe ha resultat ferit lleu i l’han traslladat a l’hospital de Sant Celoni.Arran de la incidència s’han activat tres patrulles dels Mossos d’Esquadra, tres dotacions de Bombers de la Generalitat, l’helicòpter i dues ambulàncies del Sistema d’Emergències Mèdiques (SEM).Quant a l’afectació viària, la C-35 ha estat tallada a Sant Celoni en els dos sentits fins a les 10.17 h aproximadament.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20200907_acc_C35_Sant-Celoni
Una motorista ha mort en un accident de trànsit a l’N-230 a Vielha (Vall d’Aran);24/08/2020;09:42;71;23 d’agost de 2020;19.13;N-230, al punt quilomètric 157, a Vielha ; El Servei Català de Trànsit informa que ahir a la tarda hi va haver un accident de trànsit amb una víctima mortal a l’N-230 al terme municipal de Vielha (Vall d’Aran). Els Mossos d’Esquadra van rebre l’avís a les 19.13 h.Per causes que encara s'estan investigant, una motorista va xocar amb la barrera de seguretat de la via. La van traslladar a l’Hospital de Vielha on ha mort aquesta nit. Es tracta d’una dona de 54 anys de nacionalitat francesa.Arran de la incidència, es van activar dues patrulles dels Mossos d’Esquadra i dues dotacions dels Pompièrs de la Val d’Aran.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20200824_acc_N230
La conductora d’un turisme ha mort en una sortida de via a una pista a Saldes (Berguedà);22/08/2020;13:52;70;22 d’agost de 2020;08.52;sense nomenclatura ;El Servei Català de Trànsit informa que aquest matí hi ha hagut un accident de trànsit amb una víctima mortal a una pista al terme municipal de Saldes (Berguedà). Els Mossos d’Esquadra han rebut l’avís a les 08.52 h.Per causes que encara s'estan investigant, un turisme ha sortit de la via i s’ha precipitat per un barranc. A causa de l’accident ha mort la conductora del turisme, A.R.A.,  de 43 anys i veïna de Vic. L’acompanyant ha resultat ferida greu i ha estat trasllada en helicòpter a l’Hospital Parc Taulí de Sabadell.Arran de la incidència, s’han activat cinc patrulles dels Mossos d’Esquadra, dues ambulàncies i l’helicòpter del Sistema d’Emergències Mèdiques (SEM) i cinc dotacions de Bombers de la Generalitat entre les quals 2 dotacions dels GRAE, una per terra i una altre per aire, que han fet la primera atenció sanitària i l'extracció del lloc de l’accident de la persona que ha resultat ferida greu i el posterior transfer fins a l’helicòpter del SEM.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20200822_acc_pista_saldes
Un ciclista ha mort en un accident a la T-310 a Pratdip (Baix Camp);15/08/2020;14:55;69;15 d’agost de 2020;10.45;T-310, al punt quilomètric 27, a Pratdip; El Servei Català de Trànsit informa que aquest matí hi ha hagut un accident de trànsit amb una víctima mortal al punt quilomètric 27 de la T-310 a Pratdip (Baix Camp). Els Mossos d’Esquadra han rebut l’avís a les 10.45 h.Per causes que encara s'estan investigant, un turisme ha xocat frontalment contra un ciclista, que ha mort. Es tracta de J.M.C.M., de 53 anys i veí de la Pobla de Montornès.Arran de la incidència, que ha obligat a tallar la via en els dos sentits, s’han activat quatre patrulles dels Mossos d’Esquadra, dues dotacions de Bombers de la Generalitat i una ambulància i l’helicòpter del Sistema d’Emergències Mèdiques (SEM).El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20200815_acc_T310_Pratdip
Un vianant ha mort atropellat a la T-11 a Reus (Baix Camp);14/08/2020;07:56;68;14 d’agost de 2020;01.11;T-11, al punt quilomètric 9,9 a Reus; El Servei Català de Trànsit informa que aquesta matinada hi ha hagut un accident de trànsit amb una víctima mortal al punt quilomètric 9,9 de la T-11 a Reus (Baix Camp) en sentit Tarragona. Els Mossos d’Esquadra han rebut l’avís a les 01.11 h.Per causes que encara s'estan investigant, una motocicleta ha atropellat una persona que anava caminant per l’autovia. El vianant, S.C., de 33 anys, nacionalitat marroquina i veí de Tarragona, ha mort i el motorista ha resultat ferit menys greu i ha estat evacuat a l’Hospital Sant Joan de Reus.Arran de la incidència, que ha obligat a tallar la via en sentit Tarragona, s’han activat tres patrulles dels Mossos d’Esquadra i tres ambulàncies i el psicòleg del Sistema d’Emergències Mèdiques (SEM).El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20200814_acc_T11_Reus
El conductor d’un turisme ha mort després de col·lidir amb un camió a l’A-2 a Lleida (Segrià);10/08/2020;17:54;66;10 d’agost de 2020;06.46;A-2, al punt quilomètric 462 a Lleida en sentit Saragossa; El Servei Català de Trànsit informa que aquest matí hi ha hagut un accident de trànsit amb una víctima mortal al punt quilomètric 462 de l’A-2, a Lleida (Segrià). Els Mossos d’Esquadra han rebut l’avís a les 06.46 h.Per causes que encara s'estan investigant, hi ha hagut una col·lisió per encalç entre un turisme i un camió. A conseqüència del xoc, ha mort el conductor del turisme, M.E.M., de 26 anys i veí de Fraga.Arran de la incidència, que ha obligat a tallar un carril de la via en sentit Saragossa, s’han activat cinc patrulles dels Mossos d’Esquadra, dues dotacions dels Bombers de la Generalitat i dues ambulàncies del Sistema d’Emergències Mèdiques (SEM).El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20200810_acc_A2_Lleida
Un ciclista ha mort atropellat a la BP-5107 a Sant Pere de Vilamajor (Vallès Oriental);07/08/2020;14:58;N/A;6 d’agost de 2020;20.53;BP-5107, al punt quilomètric 44,4, a Sant Pere de Vilamajor; Amb aquesta víctima, són 65 les persones que han mort en accident de trànsit aquest any a la xarxa viària interurbana de Catalunya (dades provisionals)El Servei Català de Trànsit informa que ahir dijous al vespre hi va haver un accident de trànsit amb una víctima mortal al punt quilomètric 44,4 de la BP-5107, a Sant Pere de Vilamajor (Vallès Oriental). Els Mossos d’Esquadra van rebre l’avís a les 20.53 h.Per causes que encara s'estan investigant, un turisme va atropellar a cinc ciclistes. A conseqüència del xoc, va morir un ciclista, de 44 anys i veí de Vilanova del Vallès. Un altre ciclista va ser traslladat en estat crític a l’Hospital de Sant Pau, un altre va resultar ferit greu i va ser traslladat a l’Hospital de Granollers i dos més van ser traslladats en estat menys greu a l’Hospital de Sant Celoni.Els Mossos d’Esquadra van detenir el conductor del turisme per cinc delictes: homicidi per imprudència, conducció sota els efectes de l’alcohol, lesions per imprudència, conducció temerària i danys.Arran de la incidència, es van activar 10 patrulles dels Mossos d’Esquadra, tres dotacions dels Bombers de la Generalitat i tres ambulàncies del Sistema d’Emergències Mèdiques (SEM), que també va activar el suport psicològic.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20200806_acc_BP5107
El conductor d’una motocicleta ha mort en una col·lisió a la TP-2442 a Sant Jaume dels Domenys (Baix Penedès);02/08/2020;13:59;N/A;1 d’agost de 2020;16.04;TP-2442, al punt quilomètric 2, a Sant Jaume dels Domenys; Amb aquesta víctima, són 64 les persones que han mort en accident de trànsit aquest any a la xarxa viària interurbana de Catalunya (dades provisionals) El Servei Català de Trànsit informa que ahir dissabte a la tarda hi va haver un sinistre de trànsit amb una víctima mortal al punt quilomètric 2 de la TP-2442 a Sant Jaume dels Domenys (Baix Penedès). Els Mossos d’Esquadra van rebre l’avís a les 16.04 h.Per causes que encara s'estan investigant, es va produir una col·lisió entre un turisme i una motocicleta. A conseqüència del xoc, el conductor i únic ocupant del vehicle de dues rodes va resultar ferit greu i va ser traslladat en helicòpter a l’hospital de Bellvitge, on ha mort posteriorment. Es tracta d’A.P.A., de 19 anys i veí de Llorenç del Penedès. Pel que fa al conductor del cotxe, va resultar ferit menys greu i va ser traslladat a l’hospital del Vendrell.Arran de la incidència, es van activar quatre patrulles dels Mossos d’Esquadra, dues dotacions dels Bombers de la Generalitat i dues ambulàncies i l’helicòpter medicalitzat del Sistema d’Emergències Mèdiques (SEM).El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20200802_acc_TP-2442_SantJaumedelsDomenys
El conductor d’un turisme ha mort en una sortida de via a l’LV-7022 a Puigverd de Lleida (Segrià);02/08/2020;12:18;N/A;2 d’agost de 2020;04.29;LV-7022, al punt quilomètric 1,3, a Puigverd de Lleida (Segrià); Amb aquesta víctima, són 63 les persones que han mort en accident de trànsit aquest any a la xarxa viària interurbana de Catalunya (dades provisionals) El Servei Català de Trànsit informa que aquesta matinada hi ha hagut un sinistre de trànsit amb una víctima mortal al punt quilomètric 1,3 de l’LV-7022 a Puigverd de Lleida (Segrià). Els Mossos d’Esquadra han rebut l’avís a les 04.29 h.Per causes que encara s'estan investigant, un turisme ha sortit de la via i ha caigut al canal d’Urgell. A conseqüència de l’accident, el conductor del vehicle ha mort. Es tracta de J.M.R., de 39 anys i veí de Puigverd de Lleida.Arran de la incidència, s’han activat cinc patrulles dels Mossos d’Esquadra, dues ambulàncies del Sistema d’Emergències Mèdiques (SEM) i set dotacions dels Bombers de la Generalitat de Catalunya, inclosa la Unitat Subaquàtica. Els Bombers han comprovat que a l’interior del vehicle hi havia un gos, que han pogut rescatar amb vida.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/2020_acc_LV7022_PuigverddeLleida
El conductor d’una motocicleta ha mort en un accident a la BV-5105 a la Roca del Vallès (Vallès Oriental);01/08/2020;11:07;62;31 de  juliol de 2020;22.59;BV-5105, al punt quilomètric 2, a la Roca del Vallès (Vallès Oriental); El Servei Català de Trànsit informa que ahir a la nit es va produir un sinistre mortal a la BV-5105, al punt quilomètric 2, a la Roca del Vallès (Vallès Oriental). Els Mossos d’Esquadra van rebre l’avís a les 22.59 h.Per causes que encara s'estan investigant, el conductor i únic ocupant d’una motocicleta va caure  a la via i com a conseqüència de l’accident va morir. Es tracta de F.A.B.S., de 43 anys i veí de Sant Pere de Vilamajor.Arran de la incidència, es van activar tres patrulles dels Mossos d’Esquadra, dues dotacions dels Bombers de la Generalitat i dues ambulàncies del Sistema d’Emergències Mèdiques (SEM).El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat. ;/ca/detalls/Noticia/20200731_acc_BV5105-SantPeredeVilamajor
El Servei Català de Trànsit informa que el conductor d’una motocicleta ha mort en un accident a la B-224 a Sant Esteve Sesrovires (Baix Llobregat);27/07/2020;21:45;61;27 de  juliol de 2020;19.03;B-224, al punt quilomètric 21, a Sant Esteve Sesrovires (Baix Llobregat);El Servei Català de Trànsit informa que aquesta tarda s’ha produït un sinistre mortal a la B-224, al punt quilomètric 21, a Sant Esteve Sesrovires (Baix Llobregat). Els Mossos d’Esquadra han rebut l’avís a les 19.03 h.Per causes que encara s'estan investigant, hi ha hagut una col·lisió per envestida entre un turisme i una motocicleta. A conseqüència de xoc, ha mort el conductor del vehicle de dues rodes, D.M.C., de 45 anys i veí de Masquefa.Arran de la incidència, s’han activat tres patrulles dels Mossos d’Esquadra i dues ambulàncies del Sistema d’Emergències Mèdiques (SEM).La B-224 s’ha tallat a Sant Esteve Sesrovires en ambdós sentits fins a les 20.58 h.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20200727_acc_B224_SantEsteveSesrovires
El Servei Català de Trànsit informa que una persona ha mort en un accident a l’N-260 a Ger (Cerdanya);26/07/2020;20:00;60;26 de  juliol de 2020;17.48;N-260, al punt quilomètric 186, a Ger (Cerdanya); El Servei Català de Trànsit informa que aquesta tarda s’ha produït un sinistre mortal a l’N-260, al punt quilomètric 186, a Ger (Cerdanya), en sentit la Seu d’Urgell. Els Mossos d’Esquadra han rebut l’avís a les 17.48 h.Per causes que encara s'estan investigant, dos turismes han col·lidit frontalment. A conseqüència de l’accident, ha mort un dels conductors, un home de 41 anys, J.R.P., veí de Barcelona. L’acompanyant del mateix vehicle ha resultat ferit greu i l’han traslladat al Parc Taulí de Sabadell en helicòpter. El conductor de l’altre turisme ha quedat ferit lleu i l’han traslladat a l’Hospital de Puigcerdà.Arran de la incidència, s’han activat cinc patrulles dels Mossos d’Esquadra, sis dotacions dels Bombers de la Generalitat, els quals han efectuat tasques d’excarceració, i una ambulància i l’helicòpter del Sistema d’Emergències Mèdiques (SEM).El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20200726_acc_N260
El Servei Català de Trànsit informa que el conductor d’un turisme ha mort en una col·lisió frontal a la C-63 a Anglès (Selva);24/07/2020;13:15;59;24 de  juliol de 2020;09.43;C-63, al punt quilomètric 38, a Anglès (Selva); El Servei Català de Trànsit informa que aquest matí s’ha produït un sinistre mortal a la C-63, al punt quilomètric 38, a Anglès (Selva), en sentit Brunyola. Els Mossos d’Esquadra han rebut l’avís a les 09.43 h.Per causes que encara s'estan investigant, un turisme i una furgoneta han col·lidit frontalment. A conseqüència de l’accident, el conductor del turisme ha mort. Es tracta de J.G.M. un home de 86 anys i veí d’Amer. El conductor de la furgoneta ha resultat ferit greu i ha estat traslladat a l’hospital Josep Trueta de Girona.Arran de la incidència, s’han activat cinc patrulles dels Mossos d’Esquadra, quatre dotacions dels Bombers de la Generalitat, els quals han efectuat tasques d’excarceració, i una ambulància i l’helicòpter del Sistema d’Emergències Mèdiques (SEM).Quant a l’afectació viària, la carretera s’ha tallat en les dues direccions. La via s’ha reobert finalment deu minuts abans de les 12 del migdia.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20200724_acc_C63_Angles
El Servei Català de Trànsit informa que el conductor d’un turisme ha mort en una col·lisió a l’N-141e a Bescanó (Gironès);24/07/2020;09:49;58;23 de  juliol de 2020;18.30;N-141e, al punt quilomètric 104, a Bescanó (Gironès); El Servei Català de Trànsit informa que ahir a la tarda es va produir un sinistre mortal a l'N-141e, al punt quilomètric 104, a Bescanó (Gironès), en sentit Bonmatí. Els Mossos d’Esquadra van rebre l’avís a les 18.30 h.Per causes que encara s'estan investigant, es va produir una col·lisió per envestida entre dos turismes. A conseqüència de l’impacte, un dels conductors va resultat ferit crític i va ser traslladat a l’hospital Josep Trueta de Girona, on, posteriorment aquesta nit, ha mort. Es tracta d'A.L.A., un home de 19 anys i veí de la Cellera de Ter. El conductor de l'altre turisme va resultar ferit lleu.Arran de la incidència, es van activar cinc patrulles dels Mossos d’Esquadra, quatre dotacions dels Bombers de la Generalitat i dues ambulàncies i l’helicòpter del Sistema d’Emergències Mèdiques (SEM).Quant a l’afectació viària, la carretera es va tallar en els dos sentits de la marxa i es va desviar la circulació per la C-63. L'N-141e es va reobrir finalment a les 21.51 h.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20200724_acc_N141e_Bescano
El Servei Català de Trànsit informa que el conductor d’un turisme ha mort en una sortida de via a la C-13 a la Sentiu de Sió (Noguera);19/07/2020;20:23;57;19 de  juliol de 2020;16.16;C-13, al punt quilomètric 32,5, a la Sentiu de Sió (Noguera); El Servei Català de Trànsit informa que aquesta tarda hi ha hagut un sinistre mortal a la C-13, al punt quilomètric 32,5, a la Sentiu de Sió (Noguera), en sentit nord. Els Mossos d’Esquadra han rebut l’avís a les 16.16 h.Per causes que encara s'estan investigant, un turisme ha sortit de la via. Com a conseqüència de l’accident, han mort el conductor i únic ocupant del turisme, A.C.M., de 34 anys i veí de Foradada.Arran de la incidència, s’han activat quatre patrulles dels Mossos d’Esquadra, dues dotacions dels Bombers de la Generalitat i dues ambulàncies del Sistema d’Emergències Mèdiques (SEM).Pel que fa a l’afectació viària, la carretera ha estat tallada en els dos sentits de la marxa fins a les 18 h.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20200719_acc_C13_lasentiudesiio
El Servei Català de Trànsit informa que el conductor d’un turisme ha mort en una sortida de via a la C-32 a Vilanova i la Geltrú (Garraf);19/07/2020;10:54;56;19 de  juliol de 2020;04.08;C-32, al punt quilomètric 17,5, a Vilanova i la Geltrú (Garraf);El Servei Català de Trànsit informa que aquesta matinada hi ha hagut un sinistre mortal a la C-32, al punt quilomètric 17,5, a Vilanova i la Geltrú (Garraf), en sentit Barcelona. Els Mossos d’Esquadra han rebut l’avís a les 04.08 h.Per causes que encara s'estan investigant, un turisme ha sortit de la via, ha xocat amb un altre vehicle i ha acabat bolcant. Com a conseqüència de l’accident, han mort el conductor i únic ocupant del turisme, K.A., de 23 anys i veí de Castellet i la Gornal.Arran de la incidència, s’han activat set patrulles dels Mossos d’Esquadra, quatre dotacions dels Bombers de la Generalitat i tres ambulàncies del Sistema d’Emergències Mèdiques (SEM).Pel que fa a l’afectació viària, l’autopista ha estat tallada totalment en sentit nord fins a les 06.42 h, tot i que es feien desviaments per la sortida 13. Després ha quedat un carril tallat fins que la circulació s’ha normalitzat a les 07.53 h. En sentit sud també s’ha tallat el carril esquerre durant una hora per fer tasques de neteja de la via.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20200719_acc_c32_vilanova
El Servei Català de Trànsit informa que els dos ocupants d’una furgoneta han mort en un xoc frontal a la C-58 a Badia del Vallès (Vallès Occidental);18/07/2020;11:10;55;18 de  juliol de 2020;06.03;C-58, al punt quilomètric 9,4, a Badia del Vallès (Vallès Occidental); El Servei Català de Trànsit informa que aquesta matinada hi ha hagut un sinistre mortal a la C-58, al punt quilomètric 9,4, a Badia del Vallès (Vallès Occidental), en sentit nord. Els Mossos d’Esquadra han rebut l’avís a les 06.03 h.Per causes que encara s'estan investigant, han xocat frontalment dues furgonetes. Segons els primers indicis, una de les furgonetes circulava en sentit contrari. De moment, es desconeixen les causes per les que ho feia i s'estan investigant. Com a conseqüència de l’accident, han mort el conductor i el passatger davanter d’una de les furgonetes. Es tracta de J.L.S.S, de 44 anys i veí de Mollet del Vallès, i de R.J.S.A., de 37 anys i nacionalitat peruana. En l’accident també ha resultat ferida menys greu una tercera persona, que ha estat traslladada a l’Hospital Taulí.Arran de la incidència, s’han activat set patrulles dels Mossos d’Esquadra, set dotacions dels Bombers de la Generalitat i tres ambulàncies del Sistema d’Emergències Mèdiques (SEM).Pel que fa a l’afectació viària, la via ha estat tallada totalment en sentit nord fins a les 06.38h quan s’ha pogut obrir un carril. A la cua de la retenció s’ha produït un segon accident que també ha provocat restriccions de circulació de manera que el trànsit no s’ha restablert del tot fins a les 10.12 hores.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit els 365 dies de l’any per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268 i a través del web victimestransit.gencat.cat.;/ca/detalls/Noticia/20200718_acc_C58_Badia
